split,city,sample_id,image_path,label_path,instance_path,person_pixels,car_pixels,motorcycle_pixels,person_instances,car_instances,motorcycle_instances,has_all_three,passes_minimum,passes_ratio,selection_tier,selection_tier_name,person_ratio,car_ratio,motorcycle_ratio,total_target_pixels,balance_error,balance_score,quantity_score,instance_score,total_area_score,motorcycle_ratio_score,score,pilot_split,pilot_image_path,pilot_label_path,pilot_instance_path,pilot_target_mask_path
train,zurich,zurich_000069_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000069_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000069_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000069_000019_gtFine_instanceIds.png",50857,240477,38021,9,6,5,True,True,True,1,Tier 1 - Strong and balanced,0.1544139302576247,0.7301452839641117,0.1154407857782635,329355,0.2301452839641116,0.7698547160358884,1.0,1.0,1.0,0.5772039288913179,88.68020828589212,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\zurich_000069_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\zurich_000069_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\zurich_000069_000019_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\zurich_000069_000019_targetMask.png"
train,hamburg,hamburg_000000_018592,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_018592_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_018592_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_018592_gtFine_instanceIds.png",21274,92912,13571,4,26,2,True,True,True,1,Tier 1 - Strong and balanced,0.1665192513913131,0.7272556493969019,0.1062250992117848,127757,0.2272556493969019,0.7727443506030981,1.0,1.0,1.0,0.5311254960589243,88.56540150441855,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\hamburg_000000_018592_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\hamburg_000000_018592_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\hamburg_000000_018592_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\hamburg_000000_018592_targetMask.png"
train,cologne,cologne_000054_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\cologne\cologne_000054_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000054_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000054_000019_gtFine_instanceIds.png",21790,158357,30405,10,12,2,True,True,True,1,Tier 1 - Strong and balanced,0.1034898742353432,0.7521039933128159,0.1444061324518408,210552,0.2521039933128158,0.7478960066871841,1.0,1.0,1.0,0.7220306622592043,88.52599357878339,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\cologne_000054_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\cologne_000054_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\cologne_000054_000019_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\cologne_000054_000019_targetMask.png"
train,hanover,hanover_000000_040051,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_040051_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_040051_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_040051_gtFine_instanceIds.png",20809,74080,16818,17,5,1,True,True,True,1,Tier 1 - Strong and balanced,0.1862819697959841,0.6631634543940845,0.1505545758099313,111707,0.1631634543940845,0.8368365456059155,1.0,0.7469007910928608,1.0,0.7527728790496566,88.44083808587781,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\hanover_000000_040051_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\hanover_000000_040051_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\hanover_000000_040051_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\hanover_000000_040051_targetMask.png"
train,hamburg,hamburg_000000_088983,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_088983_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_088983_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_088983_gtFine_instanceIds.png",77406,287312,26402,11,20,2,True,True,True,1,Tier 1 - Strong and balanced,0.1979085702597668,0.73458785027613,0.067503579464103,391120,0.23458785027613,0.76541214972387,1.0,1.0,1.0,0.3375178973205154,87.30407547555737,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\hamburg_000000_088983_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\hamburg_000000_088983_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\hamburg_000000_088983_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\hamburg_000000_088983_targetMask.png"
train,tubingen,tubingen_000052_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000052_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000052_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000052_000019_gtFine_instanceIds.png",11304,86178,13208,5,11,2,True,True,True,1,Tier 1 - Strong and balanced,0.10212304634565,0.7785527147890505,0.1193242388652994,110690,0.2785527147890505,0.7214472852109495,1.0,1.0,1.0,0.5966211943264974,86.84099738007046,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\tubingen_000052_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\tubingen_000052_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\tubingen_000052_000019_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\tubingen_000052_000019_targetMask.png"
train,aachen,aachen_000041_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000041_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000041_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000041_000019_gtFine_instanceIds.png",43171,204869,35507,10,8,1,True,True,True,1,Tier 1 - Strong and balanced,0.1522534183045491,0.7225221920880842,0.1252243896073666,283547,0.2225221920880842,0.7774778079119158,1.0,0.7937005259840998,1.0,0.6261219480368333,86.13522994642229,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\aachen_000041_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\aachen_000041_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\aachen_000041_000019_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\aachen_000041_000019_targetMask.png"
train,zurich,zurich_000041_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000041_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000041_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000041_000019_gtFine_instanceIds.png",55903,406714,61675,18,4,2,True,True,True,1,Tier 1 - Strong and balanced,0.1066256971306066,0.7757394734232069,0.1176348294461864,524292,0.2757394734232069,0.7242605265767931,1.0,0.8735804647362989,1.0,0.5881741472309323,85.01499877027086,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\zurich_000041_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\zurich_000041_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\zurich_000041_000019_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\zurich_000041_000019_targetMask.png"
train,hamburg,hamburg_000000_027304,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_027304_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_027304_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_027304_gtFine_instanceIds.png",34414,203872,32627,18,11,1,True,True,True,1,Tier 1 - Strong and balanced,0.1270297106451148,0.75253679225434,0.1204334971005452,270913,0.2525367922543399,0.74746320774566,1.0,0.7937005259840998,1.0,0.6021674855027259,84.81487362710153,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\hamburg_000000_027304_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\hamburg_000000_027304_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\hamburg_000000_027304_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\hamburg_000000_027304_targetMask.png"
train,bremen,bremen_000217_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bremen\bremen_000217_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000217_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000217_000019_gtFine_instanceIds.png",31794,139971,22140,18,4,1,True,True,True,1,Tier 1 - Strong and balanced,0.1639668910033263,0.7218534849539723,0.1141796240427013,193905,0.2218534849539723,0.7781465150460277,1.0,0.6933612743506347,1.0,0.5708981202135066,84.38077031816815,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\bremen_000217_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\bremen_000217_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\bremen_000217_000019_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\bremen_000217_000019_targetMask.png"
train,tubingen,tubingen_000056_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000056_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000056_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000056_000019_gtFine_instanceIds.png",44924,137835,11450,14,5,1,True,True,True,1,Tier 1 - Strong and balanced,0.231317807104717,0.709725089980382,0.0589571029149009,194209,0.2097250899803819,0.790274910019618,1.0,0.7469007910928608,1.0,0.2947855145745047,84.28843584005016,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\tubingen_000056_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\tubingen_000056_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\tubingen_000056_000019_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\tubingen_000056_000019_targetMask.png"
train,strasbourg,strasbourg_000000_013223,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000000_013223_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_013223_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_013223_gtFine_instanceIds.png",19007,96293,8204,10,16,2,True,True,True,1,Tier 1 - Strong and balanced,0.1538978494623656,0.7796751522217904,0.066426998315844,123504,0.2796751522217904,0.7203248477782096,0.9361423310962332,1.0,1.0,0.33213499157922,83.55793880191149,train,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\images\strasbourg_000000_013223_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\label_ids\strasbourg_000000_013223_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\instance_ids\strasbourg_000000_013223_gtFine_instanceIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\processed\pilot_30\train\target_masks\strasbourg_000000_013223_targetMask.png"
