sample_id,class_id,class_name,instance_id,object_pixels,selected_total,interior_positive,boundary_positive,interior_region_pixels,boundary_region_pixels
bremen_000052_000019,2,car,26007,23775,100,70,30,16642,7133
bremen_000052_000019,2,car,26008,45201,100,70,30,31640,13561
bremen_000052_000019,2,car,26009,16874,100,70,30,11811,5063
bremen_000052_000019,3,motorcycle,32000,225,100,70,30,157,68
bremen_000052_000019,3,motorcycle,32001,9391,100,70,30,6573,2818
hamburg_000000_071675,1,person,24000,53,53,37,16,37,16
hamburg_000000_071675,1,person,24001,111,100,70,30,77,34
hamburg_000000_071675,1,person,24002,114,100,70,30,79,35
hamburg_000000_071675,1,person,24003,196,100,70,30,137,59
hamburg_000000_071675,1,person,24004,259,100,70,30,181,78
hamburg_000000_071675,1,person,24005,264,100,70,30,184,80
hamburg_000000_071675,1,person,24006,182,100,70,30,127,55
hamburg_000000_071675,1,person,24007,4164,100,70,30,2914,1250
hamburg_000000_071675,1,person,24008,2560,100,70,30,1792,768
hamburg_000000_071675,1,person,24009,1615,100,70,30,1130,485
hamburg_000000_071675,1,person,24010,3705,100,70,30,2593,1112
hamburg_000000_071675,1,person,24011,4390,100,70,30,3073,1317
hamburg_000000_071675,1,person,24013,92,92,64,28,64,28
hamburg_000000_071675,1,person,24014,42,42,29,13,29,13
hamburg_000000_071675,1,person,24015,1839,100,70,30,1287,552
hamburg_000000_071675,2,car,26000,2390,100,70,30,1673,717
hamburg_000000_071675,2,car,26001,1113,100,70,30,779,334
hamburg_000000_071675,2,car,26002,289,100,70,30,202,87
hamburg_000000_071675,2,car,26003,5967,100,70,30,4176,1791
hamburg_000000_071675,2,car,26004,38136,100,70,30,26695,11441
hamburg_000000_071675,2,car,26005,244,100,70,30,170,74
hamburg_000000_071675,2,car,26006,330,100,70,30,231,99
hamburg_000000_071675,2,car,26007,482,100,70,30,337,145
hamburg_000000_071675,2,car,26008,70,70,49,21,49,21
hamburg_000000_071675,2,car,26009,235,100,70,30,164,71
hamburg_000000_071675,2,car,26010,443,100,70,30,310,133
hamburg_000000_071675,2,car,26011,431,100,70,30,301,130
hamburg_000000_071675,2,car,26012,360,100,70,30,252,108
hamburg_000000_071675,2,car,26013,969,100,70,30,678,291
hamburg_000000_071675,2,car,26014,19055,100,70,30,13338,5717
hamburg_000000_071675,3,motorcycle,32000,1034,100,70,30,723,311
hamburg_000000_071675,3,motorcycle,32001,9260,100,70,30,6482,2778
zurich_000069_000019,1,person,24000,357,100,70,30,249,108
zurich_000069_000019,1,person,24001,516,100,70,30,361,155
zurich_000069_000019,1,person,24002,1229,100,70,30,860,369
zurich_000069_000019,1,person,24003,724,100,70,30,506,218
zurich_000069_000019,1,person,24004,1003,100,70,30,702,301
zurich_000069_000019,1,person,24005,716,100,70,30,501,215
zurich_000069_000019,1,person,24006,26051,100,70,30,18235,7816
zurich_000069_000019,1,person,24007,12786,100,70,30,8950,3836
zurich_000069_000019,1,person,24008,7475,100,70,30,5232,2243
zurich_000069_000019,2,car,26000,14668,100,70,30,10267,4401
zurich_000069_000019,2,car,26001,34420,100,70,30,24094,10326
zurich_000069_000019,2,car,26002,73233,100,70,30,51263,21970
zurich_000069_000019,2,car,26003,49197,100,70,30,34437,14760
zurich_000069_000019,2,car,26004,55481,100,70,30,38836,16645
zurich_000069_000019,2,car,26005,13478,100,70,30,9434,4044
zurich_000069_000019,3,motorcycle,32000,2293,100,70,30,1605,688
zurich_000069_000019,3,motorcycle,32001,7733,100,70,30,5413,2320
zurich_000069_000019,3,motorcycle,32002,6854,100,70,30,4797,2057
zurich_000069_000019,3,motorcycle,32003,7273,100,70,30,5091,2182
zurich_000069_000019,3,motorcycle,32004,13868,100,70,30,9707,4161
hamburg_000000_018592,1,person,24000,3230,100,70,30,2261,969
hamburg_000000_018592,1,person,24001,1658,100,70,30,1160,498
hamburg_000000_018592,1,person,24002,406,100,70,30,284,122
hamburg_000000_018592,1,person,24003,15980,100,70,30,11186,4794
hamburg_000000_018592,2,car,26000,314,100,70,30,219,95
hamburg_000000_018592,2,car,26001,25,25,17,8,17,8
hamburg_000000_018592,2,car,26002,2498,100,70,30,1748,750
hamburg_000000_018592,2,car,26003,443,100,70,30,310,133
hamburg_000000_018592,2,car,26004,2106,100,70,30,1474,632
hamburg_000000_018592,2,car,26005,1829,100,70,30,1280,549
hamburg_000000_018592,2,car,26006,2720,100,70,30,1904,816
hamburg_000000_018592,2,car,26007,760,100,70,30,532,228
hamburg_000000_018592,2,car,26008,5396,100,70,30,3777,1619
hamburg_000000_018592,2,car,26009,408,100,70,30,285,123
hamburg_000000_018592,2,car,26010,25976,100,70,30,18183,7793
hamburg_000000_018592,2,car,26011,591,100,70,30,413,178
hamburg_000000_018592,2,car,26012,844,100,70,30,590,254
hamburg_000000_018592,2,car,26013,505,100,70,30,353,152
hamburg_000000_018592,2,car,26014,258,100,70,30,180,78
hamburg_000000_018592,2,car,26015,2469,100,70,30,1728,741
hamburg_000000_018592,2,car,26016,769,100,70,30,538,231
hamburg_000000_018592,2,car,26017,1257,100,70,30,879,378
hamburg_000000_018592,2,car,26018,2851,100,70,30,1995,856
hamburg_000000_018592,2,car,26019,5523,100,70,30,3866,1657
hamburg_000000_018592,2,car,26020,34300,100,70,30,24010,10290
hamburg_000000_018592,2,car,26021,277,100,70,30,193,84
hamburg_000000_018592,2,car,26022,47,47,33,14,33,14
hamburg_000000_018592,2,car,26023,268,100,70,30,187,81
hamburg_000000_018592,2,car,26024,140,100,70,30,98,42
hamburg_000000_018592,2,car,26025,175,100,70,30,122,53
hamburg_000000_018592,3,motorcycle,32000,2445,100,70,30,1711,734
hamburg_000000_018592,3,motorcycle,32001,11126,100,70,30,7788,3338
cologne_000054_000019,1,person,24000,111,100,70,30,77,34
cologne_000054_000019,1,person,24001,201,100,70,30,140,61
cologne_000054_000019,1,person,24002,489,100,70,30,342,147
cologne_000054_000019,1,person,24003,1012,100,70,30,708,304
cologne_000054_000019,1,person,24004,854,100,70,30,597,257
cologne_000054_000019,1,person,24005,696,100,70,30,487,209
cologne_000054_000019,1,person,24006,2128,100,70,30,1489,639
cologne_000054_000019,1,person,24007,1320,100,70,30,924,396
cologne_000054_000019,1,person,24008,64,64,45,19,45,19
cologne_000054_000019,1,person,24009,14915,100,70,30,10440,4475
cologne_000054_000019,2,car,26000,463,100,70,30,324,139
cologne_000054_000019,2,car,26001,781,100,70,30,546,235
cologne_000054_000019,2,car,26002,558,100,70,30,390,168
cologne_000054_000019,2,car,26003,1188,100,70,30,831,357
cologne_000054_000019,2,car,26004,583,100,70,30,408,175
cologne_000054_000019,2,car,26005,6244,100,70,30,4370,1874
cologne_000054_000019,2,car,26006,2051,100,70,30,1435,616
cologne_000054_000019,2,car,26007,3745,100,70,30,2621,1124
cologne_000054_000019,2,car,26008,15658,100,70,30,10960,4698
cologne_000054_000019,2,car,26009,21103,100,70,30,14772,6331
cologne_000054_000019,2,car,26010,54035,100,70,30,37824,16211
cologne_000054_000019,2,car,26011,51267,100,70,30,35886,15381
cologne_000054_000019,3,motorcycle,32000,10991,100,70,30,7693,3298
cologne_000054_000019,3,motorcycle,32001,19414,100,70,30,13589,5825
hanover_000000_040051,1,person,24000,151,100,70,30,105,46
hanover_000000_040051,1,person,24001,164,100,70,30,114,50
hanover_000000_040051,1,person,24002,405,100,70,30,283,122
hanover_000000_040051,1,person,24003,127,100,70,30,88,39
hanover_000000_040051,1,person,24004,1365,100,70,30,955,410
hanover_000000_040051,1,person,24005,1683,100,70,30,1178,505
hanover_000000_040051,1,person,24006,248,100,70,30,173,75
hanover_000000_040051,1,person,24007,1966,100,70,30,1376,590
hanover_000000_040051,1,person,24008,764,100,70,30,534,230
hanover_000000_040051,1,person,24009,886,100,70,30,620,266
hanover_000000_040051,1,person,24010,3151,100,70,30,2205,946
hanover_000000_040051,1,person,24011,1399,100,70,30,979,420
hanover_000000_040051,1,person,24012,971,100,70,30,679,292
hanover_000000_040051,1,person,24013,480,100,70,30,336,144
hanover_000000_040051,1,person,24014,904,100,70,30,632,272
hanover_000000_040051,1,person,24015,4241,100,70,30,2968,1273
hanover_000000_040051,1,person,24016,1904,100,70,30,1332,572
hanover_000000_040051,2,car,26000,330,100,70,30,231,99
hanover_000000_040051,2,car,26001,17936,100,70,30,12555,5381
hanover_000000_040051,2,car,26002,6294,100,70,30,4405,1889
hanover_000000_040051,2,car,26003,38581,100,70,30,27006,11575
hanover_000000_040051,2,car,26004,10939,100,70,30,7657,3282
hanover_000000_040051,3,motorcycle,32000,16818,100,70,30,11772,5046
hamburg_000000_088983,1,person,24000,177,100,70,30,123,54
hamburg_000000_088983,1,person,24001,75,75,53,22,53,22
hamburg_000000_088983,1,person,24002,1064,100,70,30,744,320
hamburg_000000_088983,1,person,24003,6787,100,70,30,4750,2037
hamburg_000000_088983,1,person,24004,4406,100,70,30,3084,1322
hamburg_000000_088983,1,person,24005,1435,100,70,30,1004,431
hamburg_000000_088983,1,person,24006,7586,100,70,30,5310,2276
hamburg_000000_088983,1,person,24007,19065,100,70,30,13345,5720
hamburg_000000_088983,1,person,24008,3444,100,70,30,2410,1034
hamburg_000000_088983,1,person,24009,27252,100,70,30,19076,8176
hamburg_000000_088983,1,person,25000,6115,100,70,30,4280,1835
hamburg_000000_088983,2,car,26000,432,100,70,30,302,130
hamburg_000000_088983,2,car,26001,708,100,70,30,495,213
hamburg_000000_088983,2,car,26002,2894,100,70,30,2025,869
hamburg_000000_088983,2,car,26003,1219,100,70,30,853,366
hamburg_000000_088983,2,car,26004,1581,100,70,30,1106,475
hamburg_000000_088983,2,car,26005,331,100,70,30,231,100
hamburg_000000_088983,2,car,26006,1064,100,70,30,744,320
hamburg_000000_088983,2,car,26007,547,100,70,30,382,165
hamburg_000000_088983,2,car,26008,28,28,20,8,20,8
hamburg_000000_088983,2,car,26009,503,100,70,30,352,151
hamburg_000000_088983,2,car,26010,428,100,70,30,299,129
hamburg_000000_088983,2,car,26011,349,100,70,30,244,105
hamburg_000000_088983,2,car,26012,1188,100,70,30,831,357
hamburg_000000_088983,2,car,26013,835,100,70,30,584,251
hamburg_000000_088983,2,car,26014,1381,100,70,30,966,415
hamburg_000000_088983,2,car,26015,2709,100,70,30,1896,813
hamburg_000000_088983,2,car,26016,4008,100,70,30,2805,1203
hamburg_000000_088983,2,car,26017,49304,100,70,30,34512,14792
hamburg_000000_088983,2,car,26018,169984,100,70,30,118988,50996
hamburg_000000_088983,2,car,26019,47819,100,70,30,33473,14346
hamburg_000000_088983,3,motorcycle,32000,6785,100,70,30,4749,2036
hamburg_000000_088983,3,motorcycle,32001,14248,100,70,30,9973,4275
tubingen_000052_000019,1,person,24000,2337,100,70,30,1635,702
tubingen_000052_000019,1,person,24001,1929,100,70,30,1350,579
tubingen_000052_000019,1,person,24002,2177,100,70,30,1523,654
tubingen_000052_000019,1,person,25000,3622,100,70,30,2535,1087
tubingen_000052_000019,1,person,25001,1239,100,70,30,867,372
tubingen_000052_000019,2,car,26000,3178,100,70,30,2224,954
tubingen_000052_000019,2,car,26001,2057,100,70,30,1439,618
tubingen_000052_000019,2,car,26002,5377,100,70,30,3763,1614
tubingen_000052_000019,2,car,26003,22204,100,70,30,15542,6662
tubingen_000052_000019,2,car,26004,8380,100,70,30,5866,2514
tubingen_000052_000019,2,car,26005,7222,100,70,30,5055,2167
tubingen_000052_000019,2,car,26006,9278,100,70,30,6494,2784
tubingen_000052_000019,2,car,26007,9852,100,70,30,6896,2956
tubingen_000052_000019,2,car,26008,972,100,70,30,680,292
tubingen_000052_000019,2,car,26009,799,100,70,30,559,240
tubingen_000052_000019,2,car,26010,16859,100,70,30,11801,5058
tubingen_000052_000019,3,motorcycle,32000,1142,100,70,30,799,343
tubingen_000052_000019,3,motorcycle,32001,12066,100,70,30,8446,3620
aachen_000041_000019,1,person,24000,622,100,70,30,435,187
aachen_000041_000019,1,person,24001,238,100,70,30,166,72
aachen_000041_000019,1,person,24002,1068,100,70,30,747,321
aachen_000041_000019,1,person,24003,1682,100,70,30,1177,505
aachen_000041_000019,1,person,24004,5829,100,70,30,4080,1749
aachen_000041_000019,1,person,24005,13322,100,70,30,9325,3997
aachen_000041_000019,1,person,24006,9308,100,70,30,6515,2793
aachen_000041_000019,1,person,24007,9168,100,70,30,6417,2751
aachen_000041_000019,1,person,24008,621,100,70,30,434,187
aachen_000041_000019,1,person,24009,632,100,70,30,442,190
aachen_000041_000019,2,car,26000,148742,100,70,30,104119,44623
aachen_000041_000019,2,car,26001,1802,100,70,30,1261,541
aachen_000041_000019,2,car,26002,335,100,70,30,234,101
aachen_000041_000019,2,car,26003,1658,100,70,30,1160,498
aachen_000041_000019,2,car,26004,7014,100,70,30,4909,2105
aachen_000041_000019,2,car,26005,4723,100,70,30,3306,1417
aachen_000041_000019,2,car,26006,23720,100,70,30,16604,7116
aachen_000041_000019,2,car,26007,14867,100,70,30,10406,4461
aachen_000041_000019,3,motorcycle,32000,35507,100,70,30,24854,10653
zurich_000041_000019,1,person,24000,1230,100,70,30,861,369
zurich_000041_000019,1,person,24001,2612,100,70,30,1828,784
zurich_000041_000019,1,person,24002,2173,100,70,30,1521,652
zurich_000041_000019,1,person,24003,6686,100,70,30,4680,2006
zurich_000041_000019,1,person,24004,766,100,70,30,536,230
zurich_000041_000019,1,person,24005,147,100,70,30,102,45
zurich_000041_000019,1,person,24006,779,100,70,30,545,234
zurich_000041_000019,1,person,24007,218,100,70,30,152,66
zurich_000041_000019,1,person,24008,328,100,70,30,229,99
zurich_000041_000019,1,person,24009,805,100,70,30,563,242
zurich_000041_000019,1,person,24010,116,100,70,30,81,35
zurich_000041_000019,1,person,24011,229,100,70,30,160,69
zurich_000041_000019,1,person,24012,222,100,70,30,155,67
zurich_000041_000019,1,person,24013,542,100,70,30,379,163
zurich_000041_000019,1,person,24014,110,100,70,30,77,33
zurich_000041_000019,1,person,25000,1936,100,70,30,1355,581
zurich_000041_000019,1,person,25001,1488,100,70,30,1041,447
zurich_000041_000019,1,person,25002,35516,100,70,30,24861,10655
zurich_000041_000019,2,car,26000,3719,100,70,30,2603,1116
zurich_000041_000019,2,car,26001,10976,100,70,30,7683,3293
zurich_000041_000019,2,car,26002,79343,100,70,30,55540,23803
zurich_000041_000019,2,car,26003,312676,100,70,30,218873,93803
zurich_000041_000019,3,motorcycle,32000,8874,100,70,30,6211,2663
zurich_000041_000019,3,motorcycle,32001,52801,100,70,30,36960,15841
hamburg_000000_027304,1,person,24000,674,100,70,30,471,203
hamburg_000000_027304,1,person,24001,1071,100,70,30,749,322
hamburg_000000_027304,1,person,24002,615,100,70,30,430,185
hamburg_000000_027304,1,person,24003,177,100,70,30,123,54
hamburg_000000_027304,1,person,24004,1101,100,70,30,770,331
hamburg_000000_027304,1,person,24005,162,100,70,30,113,49
hamburg_000000_027304,1,person,24006,1495,100,70,30,1046,449
hamburg_000000_027304,1,person,24007,1603,100,70,30,1122,481
hamburg_000000_027304,1,person,24008,3118,100,70,30,2182,936
hamburg_000000_027304,1,person,24009,4345,100,70,30,3041,1304
hamburg_000000_027304,1,person,24010,2639,100,70,30,1847,792
hamburg_000000_027304,1,person,24011,299,100,70,30,209,90
hamburg_000000_027304,1,person,24012,3941,100,70,30,2758,1183
hamburg_000000_027304,1,person,24013,3112,100,70,30,2178,934
hamburg_000000_027304,1,person,24014,382,100,70,30,267,115
hamburg_000000_027304,1,person,24015,903,100,70,30,632,271
hamburg_000000_027304,1,person,24016,7345,100,70,30,5141,2204
hamburg_000000_027304,1,person,25000,1432,100,70,30,1002,430
hamburg_000000_027304,2,car,26000,1844,100,70,30,1290,554
hamburg_000000_027304,2,car,26001,852,100,70,30,596,256
hamburg_000000_027304,2,car,26002,2150,100,70,30,1505,645
hamburg_000000_027304,2,car,26003,15993,100,70,30,11195,4798
hamburg_000000_027304,2,car,26004,31051,100,70,30,21735,9316
hamburg_000000_027304,2,car,26005,65519,100,70,30,45863,19656
hamburg_000000_027304,2,car,26006,8965,100,70,30,6275,2690
hamburg_000000_027304,2,car,26007,427,100,70,30,298,129
hamburg_000000_027304,2,car,26008,3225,100,70,30,2257,968
hamburg_000000_027304,2,car,26009,3719,100,70,30,2603,1116
hamburg_000000_027304,2,car,26010,70127,100,70,30,49088,21039
hamburg_000000_027304,3,motorcycle,32000,32627,100,70,30,22838,9789
bremen_000217_000019,1,person,24000,312,100,70,30,218,94
bremen_000217_000019,1,person,24001,194,100,70,30,135,59
bremen_000217_000019,1,person,24002,267,100,70,30,186,81
bremen_000217_000019,1,person,24003,225,100,70,30,157,68
bremen_000217_000019,1,person,24004,88,88,62,26,62,26
bremen_000217_000019,1,person,24005,396,100,70,30,277,119
bremen_000217_000019,1,person,24006,707,100,70,30,494,213
bremen_000217_000019,1,person,24007,2762,100,70,30,1933,829
bremen_000217_000019,1,person,24008,90,90,63,27,63,27
bremen_000217_000019,1,person,24009,830,100,70,30,581,249
bremen_000217_000019,1,person,24010,1332,100,70,30,932,400
bremen_000217_000019,1,person,24011,1678,100,70,30,1174,504
bremen_000217_000019,1,person,24012,2706,100,70,30,1894,812
bremen_000217_000019,1,person,24013,2242,100,70,30,1569,673
bremen_000217_000019,1,person,24014,4295,100,70,30,3006,1289
